"addresses__address1","addresses__address2","addresses__city","addresses__state","addresses__postalCode","addresses__coordinates__lat","addresses__coordinates__lng","attribution"
"1736 81st Avenue","#1","Oakland","CA","94621","37.75841","-122.175261",""
"5397 Wentworth Avenue","","Oakland","CA","94601","37.769842","-122.200969",""
"234 East Beach Drive","","Panama City","FL","32401","30.1513967","-85.6604158",""
"10841 Sutter Circle","","Sutter Creek","CA","95685","38.378499","-120.775775",""
"501 Holly Avenue","","Pooler","GA","31322","32.120593","-81.254496",""
"46 Apel Place","","Manchester","CT","06042","41.795319","-72.519317",""
"7096 Park Mesa Way","#57","San Diego","CA","92111","32.7981052","-117.1679122",""
"1430 South Gay Avenue","","Panama City","FL","32404","30.120243","-85.587605",""
"4717 Forest Hills Drive","","Noble","OK","73068","35.14127","-97.372433",""
"8277 Lamar Place","","Arvada","CO","80003","39.84810239999999","-105.066694",""
"38252 Farwell Drive","","Fremont","CA","94536","37.5376257","-122.0104815",""
"939 West Beach Drive","","Panama City","FL","32401","30.161671","-85.674528",""
"122 40th Avenue North","","Nashville","TN","37209","36.142438","-86.832419",""
"4812 Alton Place Northwest","","Washington","DC","20016","38.9469037","-77.0950956",""
"5837 West Evans Drive","","Glendale","AZ","85306","33.616799","-112.184922",""
"5024 Ryan Drive","","Oklahoma City","OK","73135","35.414844","-97.427121",""
"4075 North Cadillac Drive","#2","Fayetteville","AR","72703","36.125095","-94.1390378",""
"13628 West 62nd Drive","","Arvada","CO","80004","39.808841","-105.150786",""
"9545 West 74th Avenue","","Arvada","CO","80005","39.831067","-105.104237",""
"3784 Milky Way Drive","","Anchorage","AK","99517","61.18994259999999","-149.9552596",""
"5208 Colorado Avenue Northwest","","Washington","DC","20011","38.95403","-77.03555",""
"6412 Lenawee Street","","Panama City","FL","32404","30.140945","-85.5790169",""
"3522 Whiting Avenue","","Montgomery","AL","36105","32.341878","-86.32006299999999",""
"435 Benita Drive","","Nashville","TN","37211","36.092208","-86.717649",""
"1709 7th Avenue Northwest","","Ardmore","OK","73401","34.18280590000001","-97.1494171",""
"2014 Clemens Road","","Oakland","CA","94602","37.809976","-122.208322",""
"2 Ellenwood Street","","Barre","VT","05641","44.161667","-72.51102399999999",""
"306 East Lafayette Street","","Fayetteville","AR","72701","36.068857","-94.15421599999999",""
"104 White Street","","Manchester","CT","06042","41.7908699","-72.51885829999999",""
"8188 Poinsett Terrace","","Pasadena","MD","21122","39.123311","-76.553461",""
"217 West Congress Street","","Savannah","GA","31401","32.0803282","-81.0943638",""
"5116 Feys Court","","Louisville","KY","40216","38.16704","-85.8324894",""
"7513 Lois Street","","Panama City","FL","32404","30.149239","-85.563121",""
"36 Grove Street","F","Manchester","CT","06042","41.7901701","-72.5231447",""
"6385 Oak Street","#101","Arvada","CO","80004","39.8119701","-105.1192906",""
"1822 Pine Grove Court","","Severn","MD","21144","39.1309773","-76.7138446",""
"32512 Christine Drive","","Union City","CA","94587","37.5727239","-122.0765151",""
"4432 Cobalt Drive","","Harwood","MD","20776","38.86487899999999","-76.632184",""
"5458 Zephyr Court","","Arvada","CO","80002","39.796439","-105.0852888",""
"3949 Ethan Allen Highway","","Saint Albans City","VT","05478","44.728245","-73.117943",""
"5412 East 22nd Avenue","","Anchorage","AK","99508","61.20040100000001","-149.77991",""
"923 K Street Northeast","","Washington","DC","20002","38.9022441","-76.99292109999999",""
"1749 Haleys Hope Court","","Nashville","TN","37209","36.118049","-86.92977599999999",""
"97 Lincoln Street","","Fitchburg","MA","01420","42.586477","-71.785057",""
"2220 Kirk Avenue","","Nashville","TN","37218","36.1977839","-86.825611",""
"430 Fig Street","","Madera","CA","93638","36.96641109999999","-120.0424251",""
"68 Bigelow Street","","Manchester","CT","06040","41.778697","-72.52448",""
"220 Avenue B","","Williston","VT","05495","44.4635154","-73.12759419999999",""
"9106 Ellis Way","","Arvada","CO","80005","39.8608291","-105.1574717",""
"2511 Hearst Avenue","#R 113","Berkeley","CA","94709","37.8754289","-122.259581",""
"962 South Silverado Drive","#103","Fayetteville","AR","72701","36.052776","-94.1399945",""
"26 Greenbriar Drive","","Savannah","GA","31419","31.96533","-81.138362",""
"1637 Delphil Street","","Pueblo","CO","81006","38.225753","-104.547695",""
"11113 North Miller Avenue","","Oklahoma City","OK","73120","35.5842038","-97.5648666",""
"8 Richardson Road","","Barre","VT","05641","44.212082","-72.5190609",""
"17372 Crestview Road","","Fayetteville","AR","72701","36.056817","-94.048113",""
"357 Chaplin Street Southeast","","Washington","DC","20019","38.885456","-76.94179199999999",""
"3 Emery Hill Drive","","Dummerston","VT","05301","42.957065","-72.587507",""
"6108 Iris Way","","Arvada","CO","80004","39.8082309","-105.1055592",""
"1424 Winter Avenue","","Louisville","KY","40204","38.2369017","-85.72480499999999",""
"23622 Greatland Drive","","Anchorage","AK","99567","61.40319400000001","-149.442313",""
"715 36.1 Road","","Palisade","CO","81526","39.108376","-108.383924",""
"180 Intervale Avenue","","Burlington","VT","05401","44.489187","-73.209839",""
"5707 Whispering Hills Boulevard","","Louisville","KY","40219","38.1478409","-85.6538547",""
"7737 Wynlakes Boulevard","","Montgomery","AL","36117","32.348508","-86.14822099999999",""
"6 Sawmill Lane","","Westford","VT","05494","44.631447","-72.98085999999999",""
"2052 East 42nd Street","","Savannah","GA","31404","32.0433021","-81.0641667",""
"184 Woodland Street","","Manchester","CT","06042","41.789232","-72.533294",""
"210 Beachcomber Drive","","Pismo Beach","CA","93449","35.169193","-120.694434",""
"3438 Carlton Avenue","","Fort Collins","CO","80525","40.5396755","-105.0444837",""
"7 Cloutman Street","#1","Salem","MA","01970","42.506718","-70.90101899999999",""
"7758 Betty Louise Drive","","Panama City","FL","32404","30.142779","-85.5594799",""
"2140 Colony Loop","","Anchorage","AK","99507","61.130819","-149.842197",""
"7 River Otter Lane","","Savannah","GA","31411","31.938468","-81.06171499999999",""
"110 Allen Place","","Farmington","AR","72730","36.04627","-94.23044",""
"501 Running Creek Place","","Louisville","KY","40243","38.234585","-85.536647",""
"8417 Timothy Lane","","Oklahoma City","OK","73135","35.381694","-97.423171",""
"6241 Hudson Creek Drive","","Louisville","KY","40291","38.160127","-85.600579",""
"3 Hawser Way","","Port Wentworth","GA","31407","32.195628","-81.20426499999999",""
"24 Haven Drive","","Savannah","GA","31406","32.0070989","-81.072757",""
"514 East 38th Street","","Savannah","GA","31401","32.05461200000001","-81.09438659999999",""
"4108 Kogru Place","","Anchorage","AK","99577","61.257755","-149.315469",""
"1504 P Street Northwest","","Washington","DC","20005","38.9094936","-77.0349535",""
"7309 Live Oak Court","","Montgomery","AL","36117","32.374389","-86.16609",""
"63 Summit Street","#8","Manchester","CT","06040","41.7786898","-72.51908829999999",""
"32532 Jean Drive","","Union City","CA","94587","37.5752359","-122.07283",""
"19803 North Mitkof Loop","","Anchorage","AK","99577","61.304979","-149.512295",""
"140 William Chambers Junior Drive","","Glen Burnie","MD","21060","39.156809","-76.535061",""
"159 North Pawlet Road","","Pawlet","VT","05761","43.3834358","-73.204201",""
"8320 Cloud Street","","Laurel","MD","20724","39.10376300000001","-76.797466",""
"320 Union Station Way","","Calera","AL","35040","33.1518913","-86.7783716",""
"614 East Duffy Lane","A","Savannah","GA","31401","32.0617289","-81.09023880000001",""
"12002 Vanherr Drive","","Louisville","KY","40299","38.191896","-85.546677",""
"6418 Iris Way","","Arvada","CO","80004","39.813257","-105.10886",""
"66 Ocala Drive","","Nashville","TN","37013","36.052152","-86.688237",""
"7405 River Park Drive","","Nashville","TN","37221","36.0581729","-86.974773",""
"903 Burton Avenue","","Louisville","KY","40208","38.2068159","-85.77314249999999",""
"8293 Grayson Grove","","Montgomery","AL","36117","32.3331541","-86.1546573",""
"1772 150th Avenue","","San Leandro","CA","94578","37.708643","-122.124605",""
"1 Portsmouth Road","","Piedmont","CA","94610","37.816922","-122.235478",""
"13 Breezy Palm Way","","Savannah","GA","31406","31.994747","-81.06653399999999",""
"3824 Rosewood Court","","Midwest City","OK","73110","35.4798788","-97.39408019999999",""
"7911 Deronia Avenue","","Louisville","KY","40222","38.252696","-85.60421099999999",""
"819 Beazer Lane","","Nashville","TN","37013","36.047018","-86.642849",""
"3426 Broadview Street","","Montgomery","AL","36110","32.410407","-86.280954",""
"3 Kimball Street","","Marblehead","MA","01945","42.504464","-70.833545",""
"1169 East Hopkins Avenue","","Aspen","CO","81611","39.1878728","-106.8107521",""
"445 Industrial Lane","","Barre","VT","05641","44.2129363","-72.5590169",""
"1650 North Sang Avenue","#211","Fayetteville","AR","72703","36.084272","-94.1881609",""
"2812 Jasper Street Southeast","","Washington","DC","20020","38.851629","-76.966622",""
"3146 North Old Wire Road","","Fayetteville","AR","72703","36.108006","-94.11711",""
"6630 MacArthur Boulevard","#19","Oakland","CA","94605","37.7724559","-122.1773575",""
"54 Pine Meadow Drive","","Hyde Park","VT","05655","44.597069","-72.6195089",""
"1505 Rosewood Avenue","#11","Louisville","KY","40204","38.2322909","-85.7198669",""
"4742 Bellevue Avenue","","Louisville","KY","40215","38.1795273","-85.77544220000001",""
"2044 Bullard Street","","Montgomery","AL","36106","32.356948","-86.2778699",""
"19448 Currant Drive","","Edmond","OK","73012","35.6697215","-97.5520796",""
"6342 Kendall Street","","Arvada","CO","80003","39.811755","-105.0660879",""
"809 Blue Ridge Drive","","Edmond","OK","73003","35.663417","-97.5093",""
"5 Yerxa Road","#2","Cambridge","MA","02140","42.39268999999999","-71.129381",""
"7450 Wade Circle","","Anchorage","AK","99518","61.153018","-149.906705",""
"10222 Pine Glen Circle","","Louisville","KY","40291","38.127418","-85.582233",""
"1481 Stannage Avenue","R","Berkeley","CA","94702","37.87654149999999","-122.2926347",""
"7817 Moose Run Circle","","Anchorage","AK","99507","61.15001100000001","-149.828868",""
"95 Westbourne Way","","Pooler","GA","31322","32.1861701","-81.24469020000001",""
"1324 Beddington Park","","Nashville","TN","37215","36.057298","-86.823065",""
"62 High Street","","Manchester","CT","06040","41.76887199999999","-72.532166",""
"1215 Joseph Avenue","","Nashville","TN","37207","36.192742","-86.77104",""
"2815 Blueridge Place","","Anchorage","AK","99504","61.1949009","-149.7213429",""
"15557 Sutter Creek Road","","Sutter Creek","CA","95685","38.41209300000001","-120.738443",""
"2411 Alteras Drive","","Nashville","TN","37211","36.020969","-86.7016189",""
"112 Aquinnah Drive","","Pooler","GA","31322","32.0602837","-81.26482469999999",""
"301 Willow Way","","Lynn Haven","FL","32444","30.23619","-85.605386",""
"268 Glengary Garth","","Glen Burnie","MD","21061","39.136251","-76.61665599999999",""
"33655 5th Street","","Union City","CA","94587","37.601043","-122.019351",""
"70 Orchard Shore Road","","Colchester","VT","05446","44.593281","-73.2248539",""
"28 Garden Drive","B","Manchester","CT","06040","41.7691683","-72.5222209",""
"6262 29th Street Northwest","","Washington","DC","20015","38.972038","-77.05775899999999",""
"8398 West 62nd Place","","Arvada","CO","80004","39.811255","-105.0908198",""
"15771 West 64th Avenue","","Arvada","CO","80403","39.8126444","-105.1768838",""
"714 Venetian Way","","Panama City","FL","32405","30.221203","-85.67021000000001",""
"800 Old Stage Road","","Glen Burnie","MD","21061","39.1480719","-76.6371115",""
"8447 West 51st Avenue","","Arvada","CO","80002","39.789865","-105.092429",""
"81 Reynolds Drive","","Colchester","VT","05446","44.502678","-73.19700399999999",""
"3420 Northwest 41st Street","","Oklahoma City","OK","73112","35.513392","-97.57815599999999",""
"512 Danley Court","","Nashville","TN","37013","36.06013799999999","-86.68263",""
"3180 Parthenon Avenue","#110","Nashville","TN","37203","36.1449179","-86.821767",""
"20443 Granite Park Circle","","Anchorage","AK","99577","61.3009843","-149.5003959",""
"42 Adams Road","#45","Greenfield","MA","01301","42.6176903","-72.563188",""
"22 Eden Street","","Millis","MA","02054","42.1775811","-71.3352846",""
"3340 Woodpark Drive","","Montgomery","AL","36116","32.306954","-86.265986",""
"24 Amherst Drive","","Manchester","CT","06042","41.808229","-72.47829999999999",""
"31250 Courthouse Drive","","Union City","CA","94587","37.60187639999999","-122.0648031",""
"5472 Sunstar Common","","Fremont","CA","94555","37.5609018","-122.0567745",""
"2186 Knollwood Drive","","Boulder","CO","80302","40.01803","-105.293944",""
"116 9th Street Southeast","","Washington","DC","20003","38.8877849","-76.993545",""
"600 Marshall Street","#125","Louisville","KY","40202","38.2500352","-85.7423251",""
"3320 Peterkin Avenue","","Anchorage","AK","99508","61.22569499999999","-149.818735",""
"38 Milford Street","","Medway","MA","02053","42.144889","-71.440927",""
"4305 Willowview Boulevard","","Louisville","KY","40299","38.182039","-85.554602",""
"6407 West Monte Cristo Avenue","","Glendale","AZ","85306","33.631238","-112.196396",""
"7071 Senators Drive","","Montgomery","AL","36117","32.370404","-86.1768135",""
"312 Shepherd Hills Drive","","Nashville","TN","37115","36.29248","-86.691462",""
"195 Kennedy Road","","Manchester","CT","06042","41.804833","-72.49600800000002",""
"3098 Vermont 122","","Sheffield","VT","05866","44.60248439999999","-72.1149257",""
"4493 Heath Circle","","Rohnert Park","CA","94928","38.367468","-122.687717",""
"11160 Vosikof Place","","Anchorage","AK","99507","61.11972100000001","-149.726504",""
"4216 Lorraine Street","","Panama City Beach","FL","32408","30.15648699999999","-85.725712",""
"2741 31st Place Northeast","","Washington","DC","20018","38.9241962","-76.961047",""
"260 Park Avenue","#1404","Pooler","GA","31322","32.1331536","-81.24981009999999",""
"82 The Commons","","Moretown","VT","05660","44.253658","-72.753642",""
"721 Bay Ridge Avenue","","Annapolis","MD","21403","38.9686337","-76.4861383",""
"23124 North 71st Drive","","Glendale","AZ","85310","33.6940281","-112.2129262",""
"150 Somersby Boulevard","","Pooler","GA","31322","32.096338","-81.283959",""
"8 Elmwood Drive","","Rutland","VT","05701","43.6052899","-72.950439",""
"2162 Mulberry Hill Road","","Annapolis","MD","21409","39.0005049","-76.46388999999999",""
"20 Garfield Street","","Needham","MA","02492","42.2748459","-71.236059",""
"7810 Spring Farm Pointe Place","","Prospect","KY","40059","38.318039","-85.593555",""
"243 Orchard Road","","Burke","VT","05832","44.594902","-71.90624199999999",""
"39 Newhall Street","#7","Lynn","MA","01902","42.4616169","-70.93997499999999",""
"312 Westhill Avenue","","Inverness","FL","34452","28.841177","-82.36630799999999",""
"4112 Rockdale Street","","Savannah","GA","31405","32.048777","-81.13081199999999",""
"11941 West 58th Avenue","","Arvada","CO","80002","39.8020935","-105.1321102",""
"6506 North Lagoon Drive","","Panama City Beach","FL","32408","30.156689","-85.75668600000002",""
"2337 Nebraska Avenue","","Selma","CA","93662","36.5616476","-119.6175431",""
"8070 Holland Court","","Arvada","CO","80005","39.843173","-105.101915",""
"7105 Tanager Avenue","","Glen Burnie","MD","21060","39.176587","-76.559052",""
